rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,week,nyt_list
10,0,4,0,0,0062662848,9780062662842,Quill Tree,,0.00,WITH THE FIRE ON HIGH,Elizabeth Acevedo,by Elizabeth Acevedo,,https://storage.googleapis.com/du-prd/books/images/9780062662835.jpg,328,495,https://www.amazon.com/Fire-High-Elizabeth-Acevedo/dp/006266283X?tag=NYTBSREV-20,,https://www.nytimes.com/2019/05/08/books/review/elizabeth-acevedo-with-the-fire-on-high.html,,,,"[{'isbn10': '006266283X', 'isbn13': '9780062662835'}, {'isbn10': '0062662848', 'isbn13': '9780062662842'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Fire-High-Elizabeth-Acevedo/dp/006266283X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062662842?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062662842'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWITH%252BTHE%252BFIRE%252BON%252BHIGH%252FElizabeth%252BAcevedo%252F9780062662842&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWITH%252BTHE%252BFIRE%252BON%252BHIGH%252BElizabeth%252BAcevedo'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062662842&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DWITH%2BTHE%2BFIRE%2BON%2BHIGH'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062662842%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWITH%2BTHE%2BFIRE%2BON%2BHIGH%2BElizabeth%2BAcevedo%26aff%3DNYT'}]",nyt://book/9b5cda9a-7fc1-5b78-b263-850f580f25fd,2021-06-20,Young Adult Paperback Monthly
1,0,89,0,0,0062457802,9780062457806,Quill Tree,,0.00,THEY BOTH DIE AT THE END,Adam Silvera,by Adam Silvera,,https://storage.googleapis.com/du-prd/books/images/9780062457790.jpg,327,495,https://www.amazon.com/They-Both-Die-at-End/dp/0062457799?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0062457799', 'isbn13': '9780062457790'}, {'isbn10': '0062457802', 'isbn13': '9780062457806'}, {'isbn10': '147116621X', 'isbn13': '9781471166211'}, {'isbn10': '0062457810', 'isbn13': '9780062457813'}, {'isbn10': '0606414312', 'isbn13': '9780606414319'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/They-Both-Die-at-End/dp/0062457799?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062457806?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062457806'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHEY%252BBOTH%252BDIE%252BAT%252BTHE%252BEND%252FAdam%252BSilvera%252F9780062457806&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHEY%252BBOTH%252BDIE%252BAT%252BTHE%252BEND%252BAdam%252BSilvera'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062457806&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DTHEY%2BBOTH%2BDIE%2BAT%2BTHE%2BEND'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062457806%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHEY%2BBOTH%2BDIE%2BAT%2BTHE%2BEND%2BAdam%2BSilvera%26aff%3DNYT'}]",nyt://book/ee569b8a-1b59-5af7-ab27-c6e697978460,2021-06-13,Young Adult Paperback Monthly
2,0,102,0,0,0385741278,9780385741279,Ember,,0.00,WE WERE LIARS,E. Lockhart,by E. Lockhart,,https://storage.googleapis.com/du-prd/books/images/9780375984402.jpg,128,194,http://www.amazon.com/We-Were-Liars-E-Lockhart-ebook/dp/B00FPOSDGY?tag=NYTBSREV-20,,,,https://www.nytimes.com/2014/05/11/books/review/we-were-liars-by-e-lockhart.html,,"[{'isbn10': '0375984402', 'isbn13': '9780375984402'}, {'isbn10': '038574126X', 'isbn13': '9780385741262'}, {'isbn10': '0375989943', 'isbn13': '9780375989940'}, {'isbn10': '0385741278', 'isbn13': '9780385741279'}, {'isbn10': '1524764582', 'isbn13': '9781524764586'}, {'isbn10': '1432888625', 'isbn13': '9781432888626'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/We-Were-Liars-E-Lockhart-ebook/dp/B00FPOSDGY?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385741279?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385741279'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWE%252BWERE%252BLIARS%252FE.%252BLockhart%252F9780385741279&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWE%252BWERE%252BLIARS%252BE.%252BLockhart'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385741279&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DWE%2BWERE%2BLIARS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385741279%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWE%2BWERE%2BLIARS%2BE.%2BLockhart%26aff%3DNYT'}]",nyt://book/a474c5c9-ee75-5774-bda1-74f7bc37f83b,2021-06-13,Young Adult Paperback Monthly
3,0,80,0,0,125007696X,9781250076960,Square Fish,,0.00,SIX OF CROWS,Leigh Bardugo,by Leigh Bardugo,,https://storage.googleapis.com/du-prd/books/images/9781627792127.jpg,330,491,http://www.amazon.com/Six-Crows-Leigh-Bardugo/dp/1627792120?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1627792120', 'isbn13': '9781627792127'}, {'isbn10': '1627795227', 'isbn13': '9781627795227'}, {'isbn10': '1511343524', 'isbn13': '9781511343527'}, {'isbn10': '125007696X', 'isbn13': '9781250076960'}, {'isbn10': '1250777909', 'isbn13': '9781250777904'}, {'isbn10': '162779509X', 'isbn13': '9781627795098'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Six-Crows-Leigh-Bardugo/dp/1627792120?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250076960?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250076960'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FSIX%252BOF%252BCROWS%252FLeigh%252BBardugo%252F9781250076960&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DSIX%252BOF%252BCROWS%252BLeigh%252BBardugo'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250076960&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DSIX%2BOF%2BCROWS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250076960%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DSIX%2BOF%2BCROWS%2BLeigh%2BBardugo%26aff%3DNYT'}]",nyt://book/90141a33-530f-5f44-a4b9-90ef74230800,2021-06-13,Young Adult Paperback Monthly
4,0,22,0,0,1250076978,9781250076977,Square Fish,,0.00,CROOKED KINGDOM,Leigh Bardugo,by Leigh Bardugo,,https://storage.googleapis.com/du-prd/books/images/9781627797917.jpg,327,495,http://www.amazon.com/Crooked-Kingdom-Sequel-Six-Crows/dp/1627792139?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1627792139', 'isbn13': '9781627792134'}, {'isbn10': '1627797912', 'isbn13': '9781627797917'}, {'isbn10': '1250076978', 'isbn13': '9781250076977'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Crooked-Kingdom-Sequel-Six-Crows/dp/1627792139?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250076977?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250076977'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FCROOKED%252BKINGDOM%252FLeigh%252BBardugo%252F9781250076977&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DCROOKED%252BKINGDOM%252BLeigh%252BBardugo'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250076977&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DCROOKED%2BKINGDOM'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250076977%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DCROOKED%2BKINGDOM%2BLeigh%2BBardugo%26aff%3DNYT'}]",nyt://book/eefc459e-de88-5c55-85d3-0229cbda1358,2021-06-13,Young Adult Paperback Monthly
5,0,34,0,0,1984896393,9781984896391,Ember,,0.00,A GOOD GIRL'S GUIDE TO MURDER,Holly Jackson,by Holly Jackson,,https://storage.googleapis.com/du-prd/books/images/9781984896360.jpg,328,495,https://www.amazon.com/Good-Girls-Guide-Murder/dp/1984896369?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1984896377', 'isbn13': '9781984896377'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Good-Girls-Guide-Murder/dp/1984896369?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984896391?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984896391'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FA%252BGOOD%252BGIRL%252527S%252BGUIDE%252BTO%252BMURDER%252FHolly%252BJackson%252F9781984896391&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DA%252BGOOD%252BGIRL%252527S%252BGUIDE%252BTO%252BMURDER%252BHolly%252BJackson'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781984896391&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DA%2BGOOD%2BGIRL%2527S%2BGUIDE%2BTO%2BMURDER'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781984896391%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DA%2BGOOD%2BGIRL%2527S%2BGUIDE%2BTO%2BMURDER%2BHolly%2BJackson%26aff%3DNYT'}]",nyt://book/494423b3-84b1-5f41-ae97-b525e4a5245c,2021-06-13,Young Adult Paperback Monthly
6,0,46,0,0,0553496719,9780553496710,Ember,,0.00,THE SUN IS ALSO A STAR,Nicola Yoon,by Nicola Yoon,,https://storage.googleapis.com/du-prd/books/images/9780553496680.jpg,328,495,https://www.amazon.com/Sun-Also-Star-Nicola-Yoon/dp/0553496689?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0553496689', 'isbn13': '9780553496680'}, {'isbn10': '0553496697', 'isbn13': '9780553496697'}, {'isbn10': '0553496700', 'isbn13': '9780553496703'}, {'isbn10': '0553496719', 'isbn13': '9780553496710'}, {'isbn10': '1984849395', 'isbn13': '9781984849397'}, {'isbn10': '1524721395', 'isbn13': '9781524721398'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Sun-Also-Star-Nicola-Yoon/dp/0553496689?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780553496710?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780553496710'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BSUN%252BIS%252BALSO%252BA%252BSTAR%252FNicola%252BYoon%252F9780553496710&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BSUN%252BIS%252BALSO%252BA%252BSTAR%252BNicola%252BYoon'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780553496710&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DTHE%2BSUN%2BIS%2BALSO%2BA%2BSTAR'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780553496710%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BSUN%2BIS%2BALSO%2BA%2BSTAR%2BNicola%2BYoon%26aff%3DNYT'}]",nyt://book/c3732e65-eaa5-5c5e-b09f-99357e1d4eb8,2021-06-13,Young Adult Paperback Monthly
7,0,12,0,0,1250618975,9781250618979,Square Fish,,0.00,KING OF SCARS,Leigh Bardugo,by Leigh Bardugo,,https://storage.googleapis.com/du-prd/books/images/9781250142283.jpg,328,495,https://www.amazon.com/King-Scars-Duology/dp/1250142288?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1250142288', 'isbn13': '9781250142283'}, {'isbn10': '1250618975', 'isbn13': '9781250618979'}, {'isbn10': '125014227X', 'isbn13': '9781250142276'}, {'isbn10': '1432867970', 'isbn13': '9781432867973'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/King-Scars-Duology/dp/1250142288?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250618979?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250618979'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FKING%252BOF%252BSCARS%252FLeigh%252BBardugo%252F9781250618979&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DKING%252BOF%252BSCARS%252BLeigh%252BBardugo'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781250618979&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DKING%2BOF%2BSCARS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781250618979%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DKING%2BOF%2BSCARS%2BLeigh%2BBardugo%26aff%3DNYT'}]",nyt://book/3bb62e3a-125c-5960-846d-4092a217d2cc,2021-06-13,Young Adult Paperback Monthly
8,0,31,0,0,0593124979,9780593124970,Delacorte,,0.00,THE LAKE,Natasha Preston,by Natasha Preston,,https://storage.googleapis.com/du-prd/books/images/9780593124970.jpg,338,500,https://www.amazon.com/dp/0593124979?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593124979', 'isbn13': '9780593124970'}, {'isbn10': '0593124995', 'isbn13': '9780593124994'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593124979?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593124970?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593124970'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BLAKE%252FNatasha%252BPreston%252F9780593124970&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BLAKE%252BNatasha%252BPreston'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593124970&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DTHE%2BLAKE'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593124970%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BLAKE%2BNatasha%2BPreston%26aff%3DNYT'}]",nyt://book/2c4ed952-56d5-5c5b-96a2-2ce16d97392f,2021-06-13,Young Adult Paperback Monthly
9,0,91,0,0,1481438263,9781481438261,Atheneum/Caitlyn Dlouhy,,0.00,LONG WAY DOWN,Jason Reynolds,by Jason Reynolds,,https://storage.googleapis.com/du-prd/books/images/9781481438254.jpg,328,495,https://www.amazon.com/Long-Way-Down-Jason-Reynolds/dp/1481438255?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1481438255', 'isbn13': '9781481438254'}, {'isbn10': '1481438263', 'isbn13': '9781481438261'}, {'isbn10': '1481438271', 'isbn13': '9781481438278'}, {'isbn10': '1534444955', 'isbn13': '9781534444959'}, {'isbn10': '1534444971', 'isbn13': '9781534444973'}, {'isbn10': '1432876112', 'isbn13': '9781432876111'}, {'isbn10': '1534444963', 'isbn13': '9781534444966'}, {'isbn10': '1432876120', 'isbn13': '9781432876128'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Long-Way-Down-Jason-Reynolds/dp/1481438255?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781481438261?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781481438261'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FLONG%252BWAY%252BDOWN%252FJason%252BReynolds%252F9781481438261&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DLONG%252BWAY%252BDOWN%252BJason%252BReynolds'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781481438261&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DLONG%2BWAY%2BDOWN'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781481438261%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DLONG%2BWAY%2BDOWN%2BJason%2BReynolds%26aff%3DNYT'}]",nyt://book/434525fe-4696-5f1c-a6d3-de2fbd14c542,2021-06-13,Young Adult Paperback Monthly
10,0,4,0,0,0062662848,9780062662842,Quill Tree,,0.00,WITH THE FIRE ON HIGH,Elizabeth Acevedo,by Elizabeth Acevedo,,https://storage.googleapis.com/du-prd/books/images/9780062662835.jpg,328,495,https://www.amazon.com/Fire-High-Elizabeth-Acevedo/dp/006266283X?tag=NYTBSREV-20,,https://www.nytimes.com/2019/05/08/books/review/elizabeth-acevedo-with-the-fire-on-high.html,,,,"[{'isbn10': '006266283X', 'isbn13': '9780062662835'}, {'isbn10': '0062662848', 'isbn13': '9780062662842'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Fire-High-Elizabeth-Acevedo/dp/006266283X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062662842?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062662842'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FWITH%252BTHE%252BFIRE%252BON%252BHIGH%252FElizabeth%252BAcevedo%252F9780062662842&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DWITH%252BTHE%252BFIRE%252BON%252BHIGH%252BElizabeth%252BAcevedo'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780062662842&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Faffiliate%3D3546%26keywords%3DWITH%2BTHE%2BFIRE%2BON%2BHIGH'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780062662842%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DWITH%2BTHE%2BFIRE%2BON%2BHIGH%2BElizabeth%2BAcevedo%26aff%3DNYT'}]",nyt://book/9b5cda9a-7fc1-5b78-b263-850f580f25fd,2021-06-13,Young Adult Paperback Monthly
